	Smiles String	agg
925	CC(C)N(CCC#N)S(=O)(=O)c1ccccc1	NONAGG
927	CC1CN(CCN1c2cccc(C)c2)C(=O)CCN3C(C)CC(C)(C)NC3=S	NONAGG
928	Clc1ccccc1C(=O)Nc2cccnc2	NONAGG
929	OC(=O)c1cccc2C3C=CCC3C(Nc12)c4ccccc4	NONAGG
930	CC1CCN(CC1)c2nc(nc3ccccc23)c4ccccc4	AGG
931	CN1C(=O)N(C)C(=O)C2=C1NC3=C(C2c4ccccc4)C(=O)c5ccccc35	NONAGG
932	CN1C(=O)N(CC(=O)Nc2cccc(C)c2)C(=O)c3ccccc13	NONAGG
933	NC(=O)CSc1nc2CCCCc2cc1C#N	NONAGG
934	OC(=O)CCc1ccc(c2ccccc2)n1c3ccc(O)cc3	NONAGG
935	Cc1ccc(OCC(=O)Nc2ccccc2C(=O)O)cc1	NONAGG
937	Cc1ccc(NC(=O)CCNS(=O)(=O)c2cccc3nonc23)cc1	NONAGG
938	CCCC(=O)N\N=C\c1ccc(OC)cc1	NONAGG
939	O=C(Nc1ccccc1)C2COc3ccccc3O2	NONAGG
940	CCc1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3ccccc3	AGG
941	CN1C(=O)N(C)c2nc(Cl)n(CC(=O)c3ccccc3)c2C1=O	NONAGG
942	COc1cc(cc(OC)c1OC)C(=O)N2CC(C)OC(C)C2	NONAGG
943	[O-][N+](=O)c1ccc(cc1)C(=O)COC(=O)CN2C(=O)C3C4CC(C=C4)C3C2=O	NONAGG
944	Cc1ccccc1CN2CCC(CC2)N3CCOCC3	NONAGG
945	CC(C)(COC(=O)c1ccccc1)NC2=NS(=O)(=O)c3ccccc23	NONAGG
946	CC(=O)C1=C(O)C(=O)N(C1c2ccc(F)cc2)c3ccc(F)cc3	NONAGG
947	COc1cc2C(C(N(C)C(=O)c2cc1OC)c3cccnc3)C(=O)Nc4ccc(F)cc4	NONAGG
948	Cc1ccc(cc1S(=O)(=O)Nc2ccc(cc2)C(=O)O)C(=O)Nc3ccccc3	NONAGG
949	COc1ccc(NC(=O)c2oc(cc2)[N+](=O)[O-])cc1	NONAGG
951	Cn1ccnc1SCC(=O)Nc2ccccc2	NONAGG
952	[O-][N+](=O)c1ccc(cc1)C(=O)N2CCN(Cc3ccccc3)CC2	NONAGG
953	O=C(COC(=O)c1ccc(cc1)N2C(=O)C3C4CCC(C4)C3C2=O)c5ccccc5	AMBIG
954	Cc1ccc(Oc2ccc3C(=O)N(C(=O)c3c2)c4ccc(cc4)C(=O)O)cc1	AGG
955	OC(COc1ccccc1)CN2CCCCC2	NONAGG
956	COC(=O)C1=NN(C2C1C(=O)N(C2=O)c3ccc(Cl)cc3)c4ccccc4	NONAGG
957	CCc1ccc2nc(sc2c1)N3CCC(CC3)C(=O)NCCC(C)C	AGG
958	COc1ccc(NS(=O)(=O)c2cccc(c2)C(=O)O)cc1	NONAGG
959	Cc1onc(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)cc2)c1	NONAGG
960	COc1ccc(CC(=O)Nc2ccccc2C(=O)O)cc1	NONAGG
961	Cc1ccc(NC(=O)CN2c3ccccc3C(=O)c4ccccc24)cc1	AMBIG
962	COc1ccc(cc1)C(=O)NCC2OCCc3ccccc23	NONAGG
964	COC(=O)C(O)(c1ccc(cc1)N(C)C(=O)C)C(F)(F)F	NONAGG
965	Cc1ccc(NC(=O)C2CC(O)CN2C(=O)OC(C)(C)C)cc1	NONAGG
966	COc1cccc(C2NC(CC(C)C)(C3C2C(=O)N(C3=O)c4ccccc4OC)C(=O)O)c1O	NONAGG
967	O=C(CCCNS(=O)(=O)c1cccs1)NCCc2ccccc2	NONAGG
968	CC1CCN(CC1)C(=O)CSC2=Nc3c([nH]c4ccccc34)C(=O)N2c5ccccc5	NONAGG
969	CC(C)NC(=O)c1noc2CCCCc12	NONAGG
970	COc1ccc2nc3sc(cc3cc2c1)C(=O)N4CCN(Cc5ccccc5)CC4	NONAGG
971	CCc1ccc(cc1)c2oc(C)c(CN3CCC(CC3)C(=O)NCCCOC)n2	NONAGG
972	COc1ccccc1N2CCN(CC2)C(=O)CCN3C(=O)c4ccccc4C3=O	NONAGG
973	CCCCNC(=O)C1CCN(CC1)c2nc3cc(C)ccc3[nH]2	NONAGG
974	COc1ccc(NC(=S)NCC2CCN(C2)c3ccc(OC)cc3)cc1	AGG
975	CCN(CC)C(=O)c1sc2ncnc(N3CCN(CC3)c4ccccc4)c2c1C	NONAGG
976	Cc1ccc(NC(=O)c2sc3NC(=O)C(=Cc3c2N)C(=O)O)cc1	NONAGG
977	O=C(CCN1C(=O)N(CC2=CC(=O)N3C=CC=CC3=N2)c4ccccc4C1=O)NCc5occc5	NONAGG
978	Cn1cc(CC(=O)NCCCN2CCOCC2)c3ccccc13	NONAGG
979	CCN1C(=O)C=C(OCC(=O)N2CCN(C(C)C2)c3ccc(C)cc3)c4ccccc14	NONAGG
980	COc1ccc(CNC(=O)CSc2nc3ccccc3[nH]2)cc1	NONAGG
981	CCS(=O)(=O)N1CCC(CC1)C(=O)NCc2occc2	NONAGG
982	CC(C)CCN(C1CCN(CC1)C(=O)C)C(=O)Nc2ccccc2	NONAGG
983	CCCCN(CC)C(=O)C1=CNc2ccc(cc2C1=O)S(=O)(=O)N(C)c3cccc(C)c3	NONAGG
984	Cc1cc(nn1CCCC(=O)Nc2c(C)nn(Cc3ccccc3)c2C)[N+](=O)[O-]	NONAGG
985	CCN(CC)C(=O)CN1C(=O)N(Cc2ccc(cc2)C(=O)NCCCOC)C(=O)c3ccccc13	NONAGG
986	CCC(=O)N1N=C(CC1c2ccc(OC)cc2)c3cccc(NS(=O)(=O)C)c3	NONAGG
987	Cc1ccc(cc1)n2c(Cc3cccn3C)nnc2SCC(=O)Nc4ccccc4	NONAGG
988	CCCNC(=O)CCNC(=O)c1ccc(cc1)C(C)(C)C	NONAGG
989	COc1ccc(CN2CC(CC2=O)C(=O)NCCC(C)C)cc1	NONAGG
990	COc1ccc(NC(=S)N(CCN2CCOCC2)C3CCN(CC3)C(=O)C)cc1	NONAGG
991	CCN(CC)c1ccc(NC(=O)CN2CCN(CC2)S(=O)(=O)c3ccc(F)cc3)cc1	NONAGG
992	CC(C)n1c(nc2ccccc12)C(C)NC(=O)C	NONAGG
993	CCc1nnc(NC(=O)CSc2nccn2c3ccccc3)s1	NONAGG
994	Cc1ccc(NC(=O)c2ccc(NS(=O)(=O)c3c(C)onc3C)cc2)cc1	NONAGG
995	CCCNC(=O)C(=O)c1c(C)[nH]c2ccccc12	NONAGG
996	OC(=O)c1cc(nc2ccccc12)c3ccccc3	NONAGG
997	CCC(C)NC(=O)C1CCC(=O)N1CCc2ccccc2	NONAGG
998	CCCN1CCCc2cc(CN(CCCN3CCOCC3)C(=O)Nc4ccccc4)ccc12	NONAGG
999	Fc1ccc(NC(=O)CCN2CCN(CC2)c3ccc(F)cc3)cc1	NONAGG
1000	CCn1c(CCNC(=O)c2ccc(OC)c(OC)c2)nc3ccccc13	NONAGG
1001	Cc1ccc(Cl)cc1N2CCN(CCNC(=O)Nc3ccccc3)CC2	AGG
1002	CC(=O)c1c(C)[nH]c(C(=O)N2CCN(Cc3ccccc3)CC2)c1C	NONAGG
1003	COc1ccccc1CN2C(=Nc3ccccc3C2=O)SCC#N	AGG
1004	CCCNC(=O)CCC1=Nc2ccccc2N(Cc3ccc(C)cc3)C1=O	NONAGG
1005	CCCCNC(=O)C1CCC(=O)N1Cc2ccc(C)cc2	NONAGG
1006	COc1ccc2C(=CC(=O)Oc2c1)C	NONAGG
1007	CCN(CC)C(=O)c1cc2C(=O)Oc3ccccc3c2s1	NONAGG
1009	CC1CC2=C(S1)C(=O)N(C)C(=N2)SCC(=O)N	NONAGG
1010	CCN(Cc1ccccc1)C(=O)c2[nH]c(C)c(C(=O)C)c2C	NONAGG
1011	CC(=O)NCCN1C(=O)c2ccccc2N=C1SCC(=O)Nc3ccc(C)cc3	NONAGG
1012	CC(C)CCNS(=O)(=O)c1ccc2oc(C(=O)O)c(C)c2c1	NONAGG
1013	CCN1CCN(CC1)C(=O)C2CN(C(=O)C2)c3ccc(F)c(Cl)c3	NONAGG
1014	COCCNC(=O)c1ccc2c(c1)ncn2c3ccc(OC)cc3	NONAGG
1015	CN(c1ccccc1C)S(=O)(=O)c2ccc3NC=C(C(=O)O)C(=O)c3c2	NONAGG
1016	Cc1ccc(NC(=O)c2ccc(NC(=O)CCS(=O)(=O)c3cccs3)cc2)cc1	AGG
1017	CC(C)c1ccc(cc1)c2nc(nc3nn4c(C)c(CCC(=O)O)c(C)nc4c23)N5CCC(C)CC5	NONAGG
1018	COc1ccc(cc1)C2N3CCCC3C(=O)N2c4ccc(Cl)c(Cl)c4	NONAGG
1020	CCCCNC(=O)CC(C(=O)N1CCc2ccccc12)n3ccnc3	NONAGG
1021	CC(C)NC(=O)C1CN(C(=O)C1)c2ccc(F)c(Cl)c2	NONAGG
1022	COc1ccc(cc1)S(=O)(=O)CCC(=O)NCCc2ccc(C)cc2	NONAGG
1023	CC(C)c1onc(c1)C(=O)Nc2c(Cl)cccc2Cl	NONAGG
1024	CCN(C(=O)Cc1c([nH]c2ccc(Cl)cc12)C(=O)O)c3ccccc3	NONAGG
1025	CN1C(=O)c2cc(sc2c3ccccc13)C(=O)N4CCN(CC4)c5ccc(Cl)cc5	NONAGG
1026	CCCCNC(=O)CCCCCN1C(=S)Nc2cc3OCOc3cc2C1=O	NONAGG
1027	CC1CCCC(C)N1CCCNC(=O)C2N(Cc3ccc(C)cc3)C(=O)c4ccccc24	NONAGG
1028	CCC(C)N1CC(CC1=O)C(=O)NC2CCCCC2	NONAGG
1029	CCCCN(C)C(=O)c1sc2ncnc(N3CCN(CC3)c4ccccc4)c2c1C	NONAGG
